,country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month
477,Portugal,105374.44,89779.02,2020-02-18,Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,PC,74-8625042,15595.419999999998,14.80000273311061,2020,2
478,UK,83097.4,68148.18,2019-03-22,Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,Tablet,36-0185776,14949.220000000001,17.98999728029999,2019,3
479,Sweden,139682.07,113212.32,2020-01-18,Games,Tromp LLC,Maxie Marrow,Anita Woakes,PC,98-4157323,26469.75,18.949998378460457,2020,1
480,France,81095.39,64316.75,2020-09-08,Games,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,36-8783637,16778.64,20.690004696937766,2020,9
481,Bulgaria,91108.56,74089.48,2020-06-24,Appliances,Stehr LLC,Charil Alpe,Shermy McGready,PC,34-0286364,17019.08,18.680001088810975,2020,6
482,Luxembourg,47182.43,40576.89,2020-02-21,Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,PC,82-0533747,6605.540000000001,13.999999576113398,2020,2
483,Finland,161984.91,138237.92,2020-06-08,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,PC,59-9184649,23746.98999999999,14.660001354447147,2020,6
484,Sweden,116548.17,92119.67,2020-05-05,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC,03-3136289,24428.5,20.96000306139513,2020,5
485,Portugal,138764.6,111414.1,2020-05-10,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,79-6676714,27350.5,19.70999808308459,2020,5
486,France,148405.47,128845.63,2019-10-27,Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,82-1082124,19559.839999999997,13.179999362557188,2019,10
487,Netherlands,138249.77,120277.3,2019-08-09,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,79-1331359,17972.469999999987,12.999999927667142,2019,8
488,Portugal,115718.87,100640.7,2019-04-24,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC,84-7042200,15078.169999999998,13.030001070698322,2019,4
489,Portugal,194326.7,169005.93,2019-07-07,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223,25320.77000000002,13.030000509451362,2019,7
490,France,38648.72,32368.3,2020-12-04,Beauty,"Leffler, Prohaska and Streich",Othello Bowes,Crysta Halls,Tablet,04-6732680,6280.420000000002,16.250007762223436,2020,12
491,Sweden,58010.14,46089.06,2019-09-11,Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,PC,84-9167618,11921.080000000002,20.549993501136186,2019,9
492,France,82697.53,69548.62,2020-08-12,Games,Kihn Inc,Othello Bowes,Avrit Chanders,PC,47-5319780,13148.910000000003,15.90000330118687,2020,8
493,Sweden,68086.96,58759.05,2019-11-26,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,PC,20-1013432,9327.910000000003,13.699994830140753,2019,11
494,Bulgaria,111106.06,93195.76,2020-11-11,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,87-5540520,17910.300000000003,16.12000281532799,2020,11
495,Portugal,227830.33,182173.13,2020-06-10,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,PC,59-3526945,45657.19999999998,20.04000081990839,2020,6
496,France,87355.7,74584.3,2019-02-03,Smartphones,Smith Group,Othello Bowes,Crysta Halls,PC,33-4706706,12771.399999999994,14.619996176551725,2019,2
497,France,164267.72,139069.05,2020-10-08,Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC,51-9052860,25198.670000000013,15.34000106655161,2020,10
498,UK,92179.76,74794.66,2020-07-25,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526,17385.09999999999,18.859997031886383,2020,7
499,Sweden,124093.76,105231.51,2019-10-15,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,87-0122224,18862.25,15.199998775119717,2019,10
500,UK,66391.58,52635.24,2019-12-04,Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226,13756.340000000004,20.720006964738605,2019,12
501,France,197471.1,162577.96,2019-06-28,Appliances,Johns and Sons,Othello Bowes,Crysta Halls,PC,59-5711012,34893.140000000014,17.66999829342117,2019,6
502,UK,122627.2,100284.52,2019-05-12,Clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,PC,65-0792739,22342.679999999993,18.22000339239581,2019,5
503,UK,159052.7,127926.09,2019-06-01,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,PC,75-7245546,31126.610000000015,19.56999786863097,2019,6
504,Portugal,85515.6,67959.25,2019-10-13,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC,05-0243828,17556.350000000006,20.529996866068885,2019,10
505,Portugal,42847.46,34757.86,2020-10-22,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,PC,14-9919657,8089.5999999999985,18.879998954430434,2020,10
506,France,125499.82,100977.16,2019-04-08,Beauty,"Spencer, Rogahn and Muller",Othello Bowes,Ora Grennan,PC,47-9191500,24522.660000000003,19.539996152982532,2019,4
507,Finland,222379.49,192869.73,2019-07-10,Beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971,29509.75999999998,13.270000754116298,2019,7
508,Portugal,85390.17,74400.46,2019-01-25,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,PC,14-4225824,10989.709999999992,12.869994286227552,2019,1
509,Portugal,97514.7,80790.93,2020-02-12,Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,PC,88-1349718,16723.770000000004,17.14999892323927,2020,2
510,UK,87321.89,69254.99,2019-01-17,Electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,Mobile,62-5120016,18066.899999999994,20.6900010982355,2019,1
511,Sweden,205059.8,173029.46,2020-06-23,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,PC,19-4538571,32030.339999999997,15.619999629376405,2020,6
512,Portugal,105833.52,85312.4,2019-03-20,Smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,PC,01-1212783,20521.12000000001,19.390000445983475,2019,3
513,France,40043.11,35109.8,2020-09-07,Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,PC,58-8728288,4933.309999999998,12.319997123100572,2020,9
514,Portugal,57859.08,47756.88,2019-12-08,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016,10102.200000000004,17.460008005657894,2019,12
515,France,132235.46,114132.43,2020-06-01,Books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,95-4388709,18103.03,13.689996616641256,2020,6
516,UK,33724.53,26770.53,2020-01-30,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621,6954.0,20.620005675394143,2020,1
517,Ireland,36070.76,29339.96,2019-05-17,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,22-4278602,6730.800000000003,18.659989420794023,2019,5
518,Sweden,39457.34,32793.0,2020-10-20,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,PC,98-3280428,6664.3399999999965,16.88998802250734,2020,10
519,Italy,38536.92,32001.06,2020-05-28,Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487,6535.859999999997,16.959995765100057,2020,5
520,France,173829.96,149824.04,2019-09-23,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,55-2128150,24005.919999999984,13.810001451993653,2019,9
521,Portugal,37521.39,29701.93,2020-01-18,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,PC,60-0610487,7819.459999999999,20.840006193800388,2020,1
522,Portugal,119409.43,102656.29,2019-06-25,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,PC,02-9253490,16753.14,14.029997463349419,2019,6
523,Denmark,248261.86,206727.65,2019-12-22,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,PC,65-2343846,41534.20999999999,16.730000331102005,2019,12
524,UK,96669.92,76475.57,2020-12-27,Appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,Mobile,20-0499139,20194.34999999999,20.89000383987076,2020,12
525,France,264149.91,208757.67,2020-12-20,Smartphones,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,32-3994860,55392.23999999996,20.970001466212867,2020,12
526,Portugal,216863.04,175355.45,2019-07-24,Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717,41507.59,19.140001910883477,2019,7
527,France,140943.88,120633.87,2020-05-28,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807,20310.01000000001,14.409997794867014,2020,5
528,Luxembourg,82525.61,68446.74,2019-03-01,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,34-5150360,14078.869999999995,17.060001131769877,2019,3
529,Portugal,19622.59,17148.18,2020-03-06,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,PC,73-4726386,2474.41,12.610007139730278,2020,3
530,Sweden,263713.12,216165.64,2020-06-30,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC,78-6165949,47547.47999999998,18.030001692748538,2020,6
531,Portugal,284298.56,229656.38,2020-07-03,Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,PC,74-0191565,54642.17999999999,19.219998863166946,2020,7
532,Sweden,98320.37,77722.25,2020-08-23,Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199,20598.119999999995,20.950002527451836,2020,8
533,UK,128112.26,104975.19,2020-12-09,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,PC,39-8642490,23137.069999999992,18.059996755970108,2020,12
534,France,110878.97,90588.12,2020-02-06,Appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,PC,50-8357453,20290.850000000006,18.299998638154744,2020,2
535,Sweden,66225.71,52437.52,2020-09-05,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,PC,68-6900528,13788.19000000001,20.819995738815045,2020,9
536,UK,73727.91,64047.44,2020-10-11,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,PC,92-5154775,9680.470000000001,13.129993783900835,2020,10
537,Denmark,22164.96,17938.1,2019-03-14,Books,Wyman Group,Modestia Byfford,Case Desorts,PC,60-7777080,4226.860000000001,19.070009600739187,2019,3
538,France,151855.04,129486.79,2019-01-16,Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC,54-1473475,22368.250000000015,14.730001717427365,2019,1
539,Finland,106115.85,93063.6,2020-02-15,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731,13052.25,12.30000042406483,2020,2
540,France,89369.0,72889.36,2020-01-02,Smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,PC,20-6735303,16479.64,18.439995971757543,2020,1
541,Sweden,106076.67,84765.87,2019-10-10,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605,21310.800000000003,20.08999716902878,2019,10
542,Netherlands,23290.84,19147.4,2019-02-25,Electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,PC,02-2183787,4143.439999999999,17.78999812801942,2019,2
543,France,83340.04,73264.23,2020-05-18,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,65-5818172,10075.809999999998,12.08999899688073,2020,5
544,Denmark,39287.29,31708.77,2019-03-15,Games,Tillman and Sons,Modestia Byfford,Cobby Andersen,PC,03-8586261,7578.52,19.290004477274966,2019,3
545,Bulgaria,124611.61,107776.58,2020-09-19,Electronics,Wiza and Sons,Charil Alpe,Shermy McGready,PC,86-0928074,16835.03,13.510001194912736,2020,9
546,France,147055.1,126114.45,2019-04-15,Games,Friesen-Rath,Othello Bowes,Crysta Halls,PC,77-1100434,20940.65000000001,14.240002556864745,2019,4
547,Ireland,130242.41,113050.41,2020-12-30,Smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,70-7426559,17192.0,13.200001443462234,2020,12
548,France,34771.79,28509.39,2020-03-19,Smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,45-5963143,6262.4000000000015,18.010001785930495,2020,3
549,Portugal,201573.23,166116.5,2019-12-05,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580,35456.73000000001,17.58999942601506,2019,12
550,Sweden,71119.23,59220.98,2019-03-09,Books,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,52-5981325,11898.249999999993,16.73000396657837,2019,3
551,Portugal,115538.34,99686.48,2020-01-28,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC,74-7472724,15851.86,13.719999785352638,2020,1
552,Portugal,144237.38,116111.09,2020-11-05,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,03-3965480,28126.290000000008,19.500000623971406,2020,11
553,UK,91561.49,78266.76,2019-03-25,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC,64-4188827,13294.73000000001,14.520001804251995,2019,3
554,Sweden,233858.47,185543.31,2020-06-02,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,66-5572109,48315.16,20.660000041905686,2020,6
555,UK,256388.08,212058.58,2019-12-05,Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,Mobile,44-2994974,44329.5,17.290000377552655,2019,12
556,UK,125099.05,108473.39,2020-03-05,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,30-7981953,16625.660000000003,13.289997006372154,2020,3
557,UK,121246.32,104005.09,2020-05-30,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,PC,82-9740062,17241.23000000001,14.220002718433028,2020,5
558,Finland,28538.19,24970.92,2019-05-27,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,PC,28-7069317,3567.2700000000004,12.49998685971325,2019,5
559,France,89930.18,78005.44,2020-03-26,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,65-0441590,11924.73999999999,13.259997922833014,2020,3
560,Sweden,170457.8,142809.54,2020-08-14,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC,60-1991659,27648.25999999998,16.22000283941244,2020,8
561,UK,166380.74,146049.01,2020-06-23,Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,15-2948501,20331.72999999998,12.220002146883097,2020,6
562,France,116328.75,93365.45,2019-09-27,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,PC,02-6830973,22963.300000000003,19.74000408325543,2019,9
563,Germany,230765.62,195435.4,2019-07-18,Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,PC,70-0112393,35330.22,15.310001550490929,2019,7
564,Portugal,152442.32,122258.74,2020-10-06,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,04-6161825,30183.58,19.800000419830923,2020,10
565,Sweden,325331.99,264592.51,2019-12-23,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025,60739.47999999998,18.669999221410713,2019,12
566,UK,56768.43,47384.61,2019-04-22,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,84-9254695,9383.82,16.5299973946787,2019,4
567,Portugal,147895.45,120416.48,2019-07-01,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075,27478.970000000016,18.579996882933187,2019,7
568,Ireland,57107.26,48232.79,2020-02-13,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811,8874.470000000001,15.540003144959153,2020,2
569,France,85337.78,72306.7,2020-02-04,Appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811,13031.080000000002,15.270001164783057,2020,2
570,France,162199.24,130878.57,2020-06-22,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC,75-1807214,31320.669999999984,19.309997999990618,2020,6
571,Sweden,128208.95,111746.92,2020-07-31,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,PC,72-1300449,16462.03,12.840000639580934,2020,7
572,Germany,86669.23,71580.12,2020-03-18,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,PC,22-4332301,15089.11,17.409996604331205,2020,3
573,Ireland,117288.29,94546.09,2019-07-04,Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,42-2477150,22742.199999999997,19.39000048512942,2019,7
574,France,57292.84,45908.75,2019-10-03,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,18-5234470,11384.089999999997,19.870004698667405,2019,10
575,Portugal,110441.89,90970.98,2020-01-04,Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594,19470.910000000003,17.63000433983881,2020,1
576,UK,53801.73,46785.98,2019-09-28,Games,Johns and Sons,Jessamine Apark,Jay Morefield,PC,16-6855831,7015.75,13.040008193045093,2019,9
577,UK,308763.51,245714.0,2020-12-04,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,46-5327740,63049.51000000001,20.42000040743157,2020,12
578,Portugal,87409.49,70548.2,2020-11-29,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,06-4416964,16861.290000000008,19.28999928955083,2020,11
579,Denmark,31936.44,27708.06,2020-09-17,Books,"Hartmann, Hane and Pfannerstill",Modestia Byfford,Cobby Andersen,PC,46-6076582,4228.379999999997,13.239985421042539,2020,9
580,Sweden,45463.65,36907.39,2020-08-29,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,PC,38-1449694,8556.260000000002,18.820002353528594,2020,8
581,Sweden,112909.4,93940.62,2019-04-25,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,39-3557596,18968.78,16.800000708532682,2019,4
582,Portugal,126346.44,103970.49,2019-04-08,Smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,PC,26-9990483,22375.949999999997,17.70999641936884,2019,4
583,Portugal,109713.84,95769.21,2020-05-07,Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,31-7075495,13944.62999999999,12.710000853128456,2020,5
584,Netherlands,200472.46,170181.07,2020-06-19,Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,PC,98-5774102,30291.389999999985,15.11000064547519,2020,6
585,France,35214.85,27985.24,2019-03-13,Electronics,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Ora Grennan,PC,46-5580805,7229.609999999997,20.53000367742585,2019,3
586,Ireland,161630.62,133991.78,2019-04-04,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,PC,39-6568658,27638.839999999997,17.10000246240471,2019,4
587,Portugal,179184.12,142433.46,2020-05-08,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC,85-1464621,36750.66,20.50999831904747,2020,5
588,Sweden,80867.18,63982.11,2019-02-12,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,PC,86-6763776,16885.069999999992,20.880003482253237,2019,2
589,France,96613.06,79242.03,2019-04-24,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-7559332,17371.03,17.980001875522834,2019,4
590,Portugal,89600.45,70811.24,2020-01-21,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,36-7939842,18789.209999999992,20.969995128372673,2020,1
591,Portugal,41921.61,34773.98,2020-11-28,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet,38-7603760,7147.629999999997,17.049989253752415,2020,11
592,UK,151012.12,126080.02,2020-08-25,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC,11-5630090,24932.09999999999,16.509999329855106,2020,8
593,Portugal,112481.44,96700.29,2020-04-11,Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953,15781.150000000009,14.030003527693111,2020,4
594,France,90228.68,77966.6,2019-01-27,Electronics,Wiza and Sons,Othello Bowes,Avrit Chanders,PC,64-9816105,12262.079999999987,13.590002646608582,2019,1
595,UK,141552.4,122994.88,2019-09-17,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC,59-0893568,18557.51999999999,13.110000254322774,2019,9
596,UK,29783.39,23719.49,2019-11-27,Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,PC,18-0945763,6063.899999999998,20.360006030206762,2019,11
597,Sweden,149938.71,131541.23,2020-12-24,Books,Walter LLC,Maxie Marrow,Madelon Bront,PC,26-1771681,18397.47999999998,12.270000188743776,2020,12
598,Sweden,103839.74,90683.24,2020-08-23,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,57-6427586,13156.5,12.670004759256908,2020,8
599,Portugal,30550.32,25457.58,2019-05-31,Beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940,5092.739999999998,16.670005420565147,2019,5
600,Sweden,24787.65,20454.77,2019-02-12,Other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,PC,34-8728117,4332.880000000001,17.479995078194186,2019,2
601,France,122468.33,103032.61,2020-09-08,Electronics,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,53-7680732,19435.72,15.86999675752907,2020,9
602,Sweden,137026.71,120117.61,2020-08-26,Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,PC,86-6380587,16909.09999999999,12.340002908921912,2020,8
603,Finland,132246.48,106841.93,2019-01-02,Games,Friesen-Rath,Hube Corey,Mellicent Mattys,PC,95-1862126,25404.550000000017,19.210000901347254,2019,1
604,Portugal,111551.96,89420.05,2020-01-06,Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,PC,41-6241712,22131.910000000003,19.84000101835952,2020,1
605,France,127946.33,111850.68,2019-09-09,Beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,PC,32-3418936,16095.650000000009,12.580001317740031,2019,9
606,Sweden,78679.6,62416.53,2019-10-12,Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC,10-1511807,16263.070000000007,20.669995780354764,2019,10
607,UK,86071.63,71198.45,2019-11-13,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568,14873.180000000008,17.280002714018554,2019,11
608,Portugal,134120.38,105981.92,2020-04-30,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC,63-4386955,28138.460000000006,20.980003188180653,2020,4
609,Spain,77855.47,63545.63,2019-08-13,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC,77-3226391,14309.840000000004,18.38000592636587,2019,8
610,UK,176080.36,153401.21,2019-11-13,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,74-9554997,22679.149999999994,12.879999791004515,2019,11
611,Portugal,159514.03,138872.91,2020-09-23,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC,37-0756560,20641.119999999995,12.940002832352738,2020,9
612,France,238850.25,199607.15,2019-06-30,Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC,19-9649739,39243.100000000006,16.43000164328905,2019,6
613,Sweden,240940.97,195138.09,2019-12-27,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,91-4735064,45802.880000000005,19.010000665308187,2019,12
614,Denmark,109892.92,89441.85,2020-05-06,Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC,82-1337530,20451.069999999992,18.609997805136118,2020,5
615,Germany,86704.08,75380.53,2020-10-05,Books,Tillman and Sons,Rickard Doogood,Casie MacBain,PC,39-3209780,11323.550000000003,13.059996715264152,2020,10
616,Ireland,292124.64,245822.88,2019-12-09,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,18-0483044,46301.76000000001,15.850001560977537,2019,12
617,Bulgaria,122998.65,97476.43,2020-01-28,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC,70-0044622,25522.22,20.750000101627133,2020,1
618,Sweden,50646.66,43039.53,2020-04-01,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,43-1236055,7607.130000000005,15.020003293405734,2020,4
619,Sweden,89639.28,77788.97,2019-01-25,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,25-6133000,11850.309999999998,13.219996858520059,2019,1
620,Spain,107359.01,90868.67,2019-10-29,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC,78-7666796,16490.339999999997,15.359996333796294,2019,10
621,Luxembourg,148359.68,118480.04,2020-07-23,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,45-1867999,29879.64,20.14000030196884,2020,7
622,Finland,177464.83,142717.22,2020-01-25,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC,97-5797169,34747.609999999986,19.579997907190958,2020,1
623,Portugal,168757.23,136895.86,2020-08-24,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC,31-6585710,31861.370000000024,18.880002948614422,2020,8
624,France,19814.86,16787.15,2020-03-20,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,84-0460695,3027.709999999999,15.279996931595777,2020,3
625,Belgium,46311.34,40564.1,2020-03-01,Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC,20-4568650,5747.239999999998,12.41000584306133,2020,3
626,France,144927.17,122260.56,2020-09-07,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,PC,29-9208067,22666.610000000015,15.640000422281075,2020,9
627,Netherlands,203231.73,163052.82,2019-12-23,Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC,21-2357660,40178.91,19.769998513519518,2019,12
628,Portugal,40467.85,34656.67,2020-02-28,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379,5811.18,14.359991944222388,2020,2
629,Sweden,85156.7,69479.35,2020-05-19,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC,58-5376153,15677.349999999991,18.410001796687745,2020,5
630,Portugal,66146.57,56145.21,2020-04-07,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,04-1808253,10001.360000000008,15.119997907676854,2020,4
631,Bulgaria,230669.37,182321.07,2019-06-05,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,PC,44-9036885,48348.29999999999,20.960000020808998,2019,6
632,UK,59043.39,48876.12,2020-10-27,Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,PC,35-0548738,10167.269999999997,17.21999702252868,2020,10
633,Ireland,99887.86,84045.65,2020-03-10,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,64-0103144,15842.210000000006,15.859995398840265,2020,3
634,Netherlands,214983.15,180413.86,2019-06-11,Beauty,McClure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069,34569.29000000001,16.079999758120582,2019,6
635,Portugal,52209.31,41480.3,2019-03-26,Beauty,McClure Inc,Celine Tumasian,Corene Shirer,PC,05-2772504,10729.009999999995,20.549993861248108,2019,3
636,Sweden,83782.11,67310.55,2019-02-10,Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC,42-2439801,16471.559999999998,19.65999662696487,2019,2
637,Portugal,166367.16,135788.88,2020-11-02,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,82-8353642,30578.28,18.379997590870698,2020,11
